date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:17	5403/5403	---M--	200	added ('OK')	image/png	date:Thu,%2016%20May%202024%2008:21:18%20GMT	https://html.designingmedia.com/energox/assets/images/favicon/favicon-96x96.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/favicon/favicon-96x96.png	(from https://html.designingmedia.com/energox/about.html)
22:35:17	1285/1285	---M--	200	added ('OK')	image/png	date:Thu,%2016%20May%202024%2008:21:18%20GMT	https://html.designingmedia.com/energox/assets/images/favicon/favicon-16x16.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/favicon/favicon-16x16.png	(from https://html.designingmedia.com/energox/about.html)
22:35:17	720/720	---M--	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2008:21:18%20GMT	https://html.designingmedia.com/energox/assets/images/favicon/manifest.json	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/favicon/manifest.json	(from https://html.designingmedia.com/energox/about.html)
22:35:18	355/355	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Mar%202026%2015:35:25%20GMT	https://html.designingmedia.com/ms-icon-144x144.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/ms-icon-144x144.png	(from https://html.designingmedia.com/energox/about.html)
22:35:19	162270/162270	---M--	200	added ('OK')	text/css	date:Fri,%2010%20May%202024%2019:52:44%20GMT	https://html.designingmedia.com/energox/assets/bootstrap/bootstrap.min.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/bootstrap/bootstrap.min.css	(from https://html.designingmedia.com/energox/about.html)
22:35:19	62563/62563	---M--	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2019:53:22%20GMT	https://html.designingmedia.com/energox/assets/js/bootstrap.min.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/bootstrap.min.js	(from https://html.designingmedia.com/energox/about.html)
22:35:19	102641/102641	---M-Z	200	added ('OK')	text/css	etag:%2265692999-5512%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	E:/CTDL/Bai_Tap/muontheme/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	(from https://html.designingmedia.com/energox/about.html)
22:35:20	88951/88951	---M--	200	added ('OK')	text/css	date:Thu,%2030%20May%202024%2017:26:56%20GMT	https://html.designingmedia.com/energox/assets/css/style.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/style.css	(from https://html.designingmedia.com/energox/about.html)
22:35:20	80234/80234	---M--	200	added ('OK')	text/css	date:Thu,%2030%20May%202024%2018:04:04%20GMT	https://html.designingmedia.com/energox/assets/css/responsive.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/responsive.css	(from https://html.designingmedia.com/energox/about.html)
22:35:21	3351/3351	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Aug%202023%2013:42:50%20GMT	https://html.designingmedia.com/energox/assets/css/owl.carousel.min.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/owl.carousel.min.css	(from https://html.designingmedia.com/energox/about.html)
22:35:21	1013/1013	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Aug%202023%2013:42:50%20GMT	https://html.designingmedia.com/energox/assets/css/owl.theme.default.min.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/owl.theme.default.min.css	(from https://html.designingmedia.com/energox/about.html)
22:35:21	25949/25949	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Sep%202020%2014:54:30%20GMT	https://html.designingmedia.com/energox/assets/css/aos.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/aos.css	(from https://html.designingmedia.com/energox/about.html)
22:35:21	7998/7998	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Apr%202024%2014:17:28%20GMT	https://html.designingmedia.com/energox/assets/css/magnific-popup.css	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/magnific-popup.css	(from https://html.designingmedia.com/energox/about.html)
22:35:22	58081/58081	---M--	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2015:27:44%20GMT	https://html.designingmedia.com/energox/index.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/index.html	(from https://html.designingmedia.com/energox/about.html)
22:35:22	2563/2563	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202024%2015:57:02%20GMT	https://html.designingmedia.com/energox/assets/images/logo.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/logo.png	(from https://html.designingmedia.com/energox/about.html)
22:35:23	51880/51880	---M--	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2015:35:58%20GMT	https://html.designingmedia.com/energox/index1.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/index1.html	(from https://html.designingmedia.com/energox/about.html)
22:35:23	48515/48515	---M--	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2018:01:18%20GMT	https://html.designingmedia.com/energox/index2.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/index2.html	(from https://html.designingmedia.com/energox/about.html)
22:35:23	31730/31730	---M--	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2016:11:36%20GMT	https://html.designingmedia.com/energox/team.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/team.html	(from https://html.designingmedia.com/energox/about.html)
22:35:23	40774/40774	---M--	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2016:11:34%20GMT	https://html.designingmedia.com/energox/service.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/service.html	(from https://html.designingmedia.com/energox/about.html)
22:35:23	29546/29546	---M--	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2013:30:04%20GMT	https://html.designingmedia.com/energox/pricing.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/pricing.html	(from https://html.designingmedia.com/energox/about.html)
22:35:24	23099/23099	---M--	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2013:27:44%20GMT	https://html.designingmedia.com/energox/faq.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/faq.html	(from https://html.designingmedia.com/energox/about.html)
22:35:24	28609/28609	---M--	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2016:11:34%20GMT	https://html.designingmedia.com/energox/review.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/review.html	(from https://html.designingmedia.com/energox/about.html)
22:35:24	51652/51652	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:23:08%20GMT	https://html.designingmedia.com/energox/blog.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/blog.html	(from https://html.designingmedia.com/energox/about.html)
22:35:25	36532/36532	---M--	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2018:01:50%20GMT	https://html.designingmedia.com/energox/single-blog.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/single-blog.html	(from https://html.designingmedia.com/energox/about.html)
22:35:25	33552/33552	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:15:50%20GMT	https://html.designingmedia.com/energox/load-more.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/load-more.html	(from https://html.designingmedia.com/energox/about.html)
22:35:25	30284/30284	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:15:24%20GMT	https://html.designingmedia.com/energox/one-column.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/one-column.html	(from https://html.designingmedia.com/energox/about.html)
22:35:25	33003/33003	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:16:04%20GMT	https://html.designingmedia.com/energox/two-column.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/two-column.html	(from https://html.designingmedia.com/energox/about.html)
22:35:25	29843/29843	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:16:12%20GMT	https://html.designingmedia.com/energox/three-column.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/three-column.html	(from https://html.designingmedia.com/energox/about.html)
22:35:26	53963/53963	---M--	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2018:02:48%20GMT	https://html.designingmedia.com/energox/three-colum-sidbar.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/three-colum-sidbar.html	(from https://html.designingmedia.com/energox/about.html)
22:35:26	39854/39854	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:16:28%20GMT	https://html.designingmedia.com/energox/four-column.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/four-column.html	(from https://html.designingmedia.com/energox/about.html)
22:35:26	45321/45321	---M--	200	added ('OK')	text/html	date:Wed,%2015%20May%202024%2020:16:36%20GMT	https://html.designingmedia.com/energox/six-colum-full-wide.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/six-colum-full-wide.html	(from https://html.designingmedia.com/energox/about.html)
22:35:26	20850/20850	---M--	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2016:11:32%20GMT	https://html.designingmedia.com/energox/contact.html	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/contact.html	(from https://html.designingmedia.com/energox/about.html)
22:35:27	64022/64022	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:41:48%20GMT	https://html.designingmedia.com/energox/assets/images/aboutpage-image.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/aboutpage-image.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:27	2041/2041	---M--	200	added ('OK')	image/png	date:Thu,%2009%20May%202024%2020:39:42%20GMT	https://html.designingmedia.com/energox/assets/images/about-rectangleimage.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/about-rectangleimage.png	(from https://html.designingmedia.com/energox/about.html)
22:35:27	2584/2584	---M--	200	added ('OK')	image/png	date:Thu,%2009%20May%202024%2020:40:56%20GMT	https://html.designingmedia.com/energox/assets/images/aboutpage-icon.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/aboutpage-icon.png	(from https://html.designingmedia.com/energox/about.html)
22:35:28	1785/1785	---M--	200	added ('OK')	image/png	date:Thu,%2002%20May%202024%2020:23:18%20GMT	https://html.designingmedia.com/energox/assets/images/safety-leftsideboxes.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/safety-leftsideboxes.png	(from https://html.designingmedia.com/energox/about.html)
22:35:28	1677/1677	---M--	200	added ('OK')	image/png	date:Thu,%2002%20May%202024%2020:23:58%20GMT	https://html.designingmedia.com/energox/assets/images/safety-rightsideboxes.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/safety-rightsideboxes.png	(from https://html.designingmedia.com/energox/about.html)
22:35:28	1051/1051	---M--	200	added ('OK')	image/png	date:Thu,%2009%20May%202024%2016:11:10%20GMT	https://html.designingmedia.com/energox/assets/images/aboutsafety-playicon.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/aboutsafety-playicon.png	(from https://html.designingmedia.com/energox/about.html)
22:35:29	32494/32494	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202024%2015:30:52%20GMT	https://html.designingmedia.com/energox/assets/images/team-image1.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/team-image1.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:31	32764/32764	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202024%2015:31:10%20GMT	https://html.designingmedia.com/energox/assets/images/team-image2.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/team-image2.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:31	31576/31576	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202024%2015:31:24%20GMT	https://html.designingmedia.com/energox/assets/images/team-image3.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/team-image3.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:32	27851/27851	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202024%2015:44:50%20GMT	https://html.designingmedia.com/energox/assets/images/team-image4.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/team-image4.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:32	7353/7353	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202024%2013:57:16%20GMT	https://html.designingmedia.com/energox/assets/images/testimonial-personimage4.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/testimonial-personimage4.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:32	7939/7939	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20May%202024%2013:57:04%20GMT	https://html.designingmedia.com/energox/assets/images/testimonial-personimage5.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/testimonial-personimage5.jpg	(from https://html.designingmedia.com/energox/about.html)
22:35:33	87532/87532	---M--	200	added ('OK')	text/javascript	date:Mon,%2018%20Mar%202024%2014:14:52%20GMT	https://html.designingmedia.com/energox/assets/js/jquery-3.7.1.min.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/jquery-3.7.1.min.js	(from https://html.designingmedia.com/energox/about.html)
22:35:33	21232/21232	---M--	200	added ('OK')	text/javascript	date:Fri,%2010%20May%202024%2019:53:50%20GMT	https://html.designingmedia.com/energox/assets/js/popper.min.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/popper.min.js	(from https://html.designingmedia.com/energox/about.html)
22:35:33	14213/14213	---M--	200	added ('OK')	text/javascript	date:Mon,%2007%20Sep%202020%2014:55:32%20GMT	https://html.designingmedia.com/energox/assets/js/aos.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/aos.js	(from https://html.designingmedia.com/energox/about.html)
22:35:34	3443/3443	---M--	200	added ('OK')	text/javascript	date:Thu,%2030%20May%202024%2014:28:32%20GMT	https://html.designingmedia.com/energox/assets/js/carousel.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/carousel.js	(from https://html.designingmedia.com/energox/about.html)
22:35:34	93504/93504	---M--	200	added ('OK')	text/javascript	date:Wed,%2015%20May%202024%2017:42:50%20GMT	https://html.designingmedia.com/energox/assets/js/owl.carousel.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/owl.carousel.js	(from https://html.designingmedia.com/energox/about.html)
22:35:34	80/80	---M--	200	added ('OK')	text/javascript	date:Mon,%2001%20Apr%202024%2013:14:54%20GMT	https://html.designingmedia.com/energox/assets/js/animation.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/animation.js	(from https://html.designingmedia.com/energox/about.html)
22:35:34	64156/64156	---M--	200	added ('OK')	text/javascript	date:Fri,%2025%20Aug%202023%2013:42:52%20GMT	https://html.designingmedia.com/energox/assets/js/video-popup.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/video-popup.js	(from https://html.designingmedia.com/energox/about.html)
22:35:35	237/237	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Jan%202024%2019:52:34%20GMT	https://html.designingmedia.com/energox/assets/js/video.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/video.js	(from https://html.designingmedia.com/energox/about.html)
22:35:35	284/284	---M--	200	added ('OK')	text/javascript	date:Wed,%2023%20Aug%202023%2015:26:04%20GMT	https://html.designingmedia.com/energox/assets/js/back-to-top-button.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/back-to-top-button.js	(from https://html.designingmedia.com/energox/about.html)
22:35:35	121/121	---M--	200	added ('OK')	text/javascript	date:Wed,%2024%20Jan%202024%2017:16:00%20GMT	https://html.designingmedia.com/energox/assets/js/preloader.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/preloader.js	(from https://html.designingmedia.com/energox/about.html)
22:35:35	364/364	---M--	200	added ('OK')	text/javascript	date:Thu,%2021%20Mar%202024%2020:32:02%20GMT	https://html.designingmedia.com/energox/assets/js/counter.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/counter.js	(from https://html.designingmedia.com/energox/about.html)
22:35:36	438/438	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2020:32:12%20GMT	https://html.designingmedia.com/energox/assets/js/search.js	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/js/search.js	(from https://html.designingmedia.com/energox/about.html)
22:35:36	1105/1105	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Apr%202024%2013:04:52%20GMT	https://html.designingmedia.com/energox/assets/images/nav-node.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/nav-node.png	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:37	1133/1133	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2021:01:30%20GMT	https://html.designingmedia.com/energox/assets/images/nav-node-hover.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/nav-node-hover.png	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:37	45720/45720	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2018:53:10%20GMT	https://html.designingmedia.com/energox/assets/images/banner-leftbackground.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/banner-leftbackground.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:38	65872/65872	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20May%202024%2013:45:04%20GMT	https://html.designingmedia.com/energox/assets/images/service-boxhoverimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/service-boxhoverimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:38	147072/147072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:41:42%20GMT	https://html.designingmedia.com/energox/assets/images/banner-rightbackground.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/banner-rightbackground.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:38	4442438/4442438	---M--	200	added ('OK')	video/mp4	date:Thu,%2016%20May%202024%2014:05:06%20GMT	https://html.designingmedia.com/energox/assets/video/video_preview_h264.mp4	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/video/video_preview_h264.mp4	(from https://html.designingmedia.com/energox/about.html)
22:35:39	56941/56941	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:41:42%20GMT	https://html.designingmedia.com/energox/assets/images/choose-image.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/choose-image.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:39	58591/58591	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202024%2015:50:04%20GMT	https://html.designingmedia.com/energox/assets/images/choose-backgroundimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/choose-backgroundimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:40	217592/217592	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:45:22%20GMT	https://html.designingmedia.com/energox/assets/images/safety-backgroundimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/safety-backgroundimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:41	202798/202798	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:43:42%20GMT	https://html.designingmedia.com/energox/assets/images/subbanner-backgroundimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/subbanner-backgroundimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:41	228763/228763	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:44:48%20GMT	https://html.designingmedia.com/energox/assets/images/aboutsafety-backgroundimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/aboutsafety-backgroundimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:41	166032/166032	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:43:42%20GMT	https://html.designingmedia.com/energox/assets/images/solution-backgroundimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/solution-backgroundimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:42	31189/31189	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202024%2018:54:00%20GMT	https://html.designingmedia.com/energox/assets/images/banner2-bottombackground.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/banner2-bottombackground.png	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:42	100629/100629	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:41:46%20GMT	https://html.designingmedia.com/energox/assets/images/banner2-topbackground.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/banner2-topbackground.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:42	50749/50749	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20May%202024%2013:41:46%20GMT	https://html.designingmedia.com/energox/assets/images/banner3-background.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/banner3-background.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:43	1133/1133	---M--	200	added ('OK')	image/png	date:Tue,%2014%20May%202024%2013:34:00%20GMT	https://html.designingmedia.com/energox/assets/images/nav-node-hover2.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/nav-node-hover2.png	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:43	197144/197144	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202024%2020:26:12%20GMT	https://html.designingmedia.com/energox/assets/images/testimonial2-backgroundimage.jpg	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/testimonial2-backgroundimage.jpg	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:43	355/355	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Mar%202026%2015:35:50%20GMT	https://html.designingmedia.com/energox/assets/images/close.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/images/close.png	(from https://html.designingmedia.com/energox/assets/css/style.css)
22:35:43	355/355	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Mar%202026%2015:35:51%20GMT	https://html.designingmedia.com/energox/assets/css/owl.video.play.png	E:/CTDL/Bai_Tap/muontheme/html.designingmedia.com/energox/assets/css/owl.video.play.png	(from https://html.designingmedia.com/energox/assets/css/owl.carousel.min.css)
